timestamp,wind_direction,wind_speed,temperature,rainfall,humidity
2025-04-13 04:00:00,59.5338,2.22913,24.9461,0.0,99.0399
2025-04-13 05:00:00,80.701,1.03194,25.1356,0.0,96.8253
2025-04-13 06:00:00,164.82,1.14622,25.3836,0.0,92.6699
2025-04-13 07:00:00,37.6599,2.18238,25.1793,0.0,94.3521
2025-04-13 08:00:00,45.9794,1.94311,25.5913,0.0,95.1968
2025-04-13 09:00:00,332.637,2.92935,26.736,0.0,89.5295
2025-04-13 10:00:00,338.122,3.10972,28.5377,0.0,78.8654
2025-04-13 11:00:00,349.668,4.6117,28.8725,0.0,78.6814
2025-04-13 12:00:00,346.559,3.65617,29.3911,0.0,78.0454
2025-04-13 13:00:00,315.067,11.1349,26.5585,0.0,92.844
2025-04-13 14:00:00,336.803,7.23182,25.5779,1.6,97.9307
2025-04-13 15:00:00,19.8932,1.49524,24.6083,0.4,
2025-04-13 16:00:00,356.617,3.79407,24.7774,0.0,99.4539
2025-04-13 17:00:00,4.38099,1.95947,25.3225,0.0,98.7601
2025-04-13 18:00:00,351.944,3.6449,25.5798,0.0,96.9766
2025-04-13 19:00:00,336.574,2.27535,25.6532,0.0,96.5195
2025-04-13 20:00:00,240.454,1.68372,25.8093,0.0,95.3042
2025-04-13 21:00:00,42.3937,0.6113,25.8408,0.0,95.9867
2025-04-13 22:00:00,17.8025,2.55655,25.8589,0.0,96.4855
2025-04-13 23:00:00,337.985,1.48554,26.2466,0.0,93.6959
2025-04-14 00:00:00,13.3244,1.6129,26.1356,0.0,94.4775
2025-04-14 01:00:00,7.85641,1.78007,26.0172,0.0,94.9382
2025-04-14 02:00:00,5.28123,1.78165,25.8844,0.0,95.3604
2025-04-14 03:00:00,3.9447,2.11067,25.7119,0.0,97.1631
2025-04-14 04:00:00,356.906,1.20733,25.5487,0.0,97.3705
2025-04-14 05:00:00,10.0824,2.49087,25.3069,0.0,97.6278
2025-04-14 06:00:00,36.2702,2.07643,25.2478,0.0,95.4371
2025-04-14 07:00:00,67.8289,2.3704,25.076,0.0,98.4728
2025-04-14 08:00:00,68.5341,1.45967,25.5929,0.0,97.3616
2025-04-14 09:00:00,18.896,2.74792,26.3207,0.0,95.7688
2025-04-14 10:00:00,46.6097,2.76813,28.3125,0.0,86.1276
2025-04-14 11:00:00,22.9799,3.87908,29.8511,0.0,75.3512
2025-04-14 12:00:00,23.8445,2.61336,31.7781,0.0,64.3234
2025-04-14 13:00:00,342.826,3.81549,32.1676,0.0,64.2922
2025-04-14 14:00:00,78.0,3.5,32.5,0.0,59.9
2025-04-14 15:00:00,60.0,2.9,33.2,0.0,55.9
2025-04-14 16:00:00,203.0,3.5,30.7,0.0,73.8
2025-04-14 17:00:00,202.0,5.4,30.1,0.0,77.4
2025-04-14 18:00:00,189.0,2.3,30.8,0.0,74.6
2025-04-14 19:00:00,105.0,4.4,29.6,0.0,77.1
2025-04-14 20:00:00,98.0,4.2,28.7,0.0,80.8
2025-04-14 21:00:00,87.0,6.2,28.2,0.0,84.7
2025-04-14 22:00:00,77.0,3.9,27.9,0.0,85.8
2025-04-14 23:00:00,96.0,2.9,27.5,0.0,89.7
2025-04-15 00:00:00,100.0,3.2,27.3,0.0,90.3
2025-04-15 01:00:00,103.0,3.6,27.1,0.0,91.6
2025-04-15 02:00:00,104.0,4.2,26.9,0.0,91.9
2025-04-15 03:00:00,106.0,1.8,27.0,0.0,91.2
2025-04-15 04:00:00,72.0,2.3,26.8,0.0,92.0
2025-04-15 05:00:00,124.0,1.0,26.9,0.0,91.3
2025-04-15 06:00:00,143.0,1.2,27.1,0.0,89.4
2025-04-15 07:00:00,33.0,1.7,26.7,0.0,92.2
2025-04-15 08:00:00,2.0,1.2,26.7,0.0,92.9
