date,time,location,datetime,latitude,longitude
2024-03-19,16:58,Lor Gambir (Le Gambir),2024-03-19T16:58:00,1.3452791,103.875606
2024-03-19,16:51,Lor Gambir (Le Gambir),2024-03-19T16:51:00,1.3452791,103.875606
2024-03-07,14:35,TPE Slip Rd (Punggol West Flyover),2024-03-07T14:35:00,1.4000311,103.895948
2024-03-05,15:03,Lor Gambir (Le Gambir),2024-03-05T15:03:00,1.3452791,103.875606
2024-03-05,14:28,Lor Gambir (Le Gambir),2024-03-05T14:28:00,1.3452791,103.875606
2024-03-05,14:15,Lor 2 Toa Payoh (Braddell MRT),2024-03-05T14:15:00,1.3406792,103.8472157
2024-03-05,00:20,TPE Slip Rd (Punggol West Flyover),2024-03-05T00:20:00,1.4000311,103.895948
2024-03-04,23:11,Tanjong Pagar Rd/Craig Rd,2024-03-04T23:11:00,1.2773671,103.8435963
2024-02-13,13:29,Jln Seaview,2024-02-13T13:29:00,1.300828,103.8959163
2024-02-13,13:02,Bayshore Park OD (Jln Pokok Serunai),2024-02-13T13:02:00,1.3112958,103.9353326
2024-02-13,12:57,Langsat Rd/ Lor 105 Changi,2024-02-13T12:57:00,1.3153841,103.9028984
2024-02-12,12:29,Jurong Industrial Estate OD (Jln Buroh),2024-02-12T12:29:00,1.3136265,103.6560055
2024-02-12,12:11,Bedok Canal (Upper Changi Rd),2024-02-12T12:11:00,1.3280017,103.9534213
2024-02-12,12:03,Siglap Canal (Frankel Walk),2024-02-12T12:03:00,1.3173168,103.9148755
2024-02-12,12:01,Bedok Canal(Upper Changi Rd East),2024-02-12T12:01:00,1.3280017,103.9534213
2024-02-12,11:56,Jln Nipah,2024-02-12T11:56:00,1.3258294,103.9525996
2024-02-12,11:49,Bedok Canal 3rd SD (Bedok Rd),2024-02-12T11:49:00,1.3280017,103.9534213
2024-02-11,12:07,Jurong Industrial Estate OD (Jln Buroh),2024-02-11T12:07:00,1.3136265,103.6560055
2024-02-06,17:52,TPE Slip Rd (Punggol West Flyover),2024-02-06T17:52:00,1.4000311,103.895948
2024-02-06,17:39,Bayshore Park OD (Jln Pokok Serunai),2024-02-06T17:39:00,1.3112958,103.9353326
2024-02-06,17:15,Upper Paya Lebar Rd,2024-02-06T17:15:00,1.343063,103.8828648
2024-02-06,17:01,Lor Gambir (Le Gambir),2024-02-06T17:01:00,1.3452791,103.875606
2024-02-03,18:14,Sunset Dr/Sunset way,2024-02-03T18:14:00,,
2024-02-03,18:13,Bukit Timah Rd/ Blackmore Dr,2024-02-03T18:13:00,1.3357302,103.7835641
2024-02-03,18:09,Bt Timah Canal (Sime Darby Centre),2024-02-03T18:09:00,1.3367436,103.7837031
2024-02-03,18:05,Bt Timah Canal (Rifle Range Rd),2024-02-03T18:05:00,1.3441772,103.7800103
2024-02-03,18:04,Dunearn Rd (Sime Darby Centre),2024-02-03T18:04:00,1.3367436,103.7837031
2024-02-03,18:03,Sunset Dr/Sunset way,2024-02-03T18:03:00,,
2024-02-03,18:02,Yuan Ching Rd / Yung Kuang Rd,2024-02-03T18:02:00,1.3314203,103.724909
2024-02-03,17:58,Jalan Boonlay (Bus stop B21339),2024-02-03T17:58:00,1.3345836,103.7087608
2024-02-03,17:56,Sg Tengah/Sg Tengah Agrotechnology Pk,2024-02-03T17:56:00,1.3551762,103.7314689
2024-02-03,17:53,Lor Kismis (Unit 2),2024-02-03T17:53:00,1.3386162,103.771476
2024-02-03,17:53,Eng Kong Place (Unit 65),2024-02-03T17:53:00,1.3345234,103.7667752
2024-01-25,14:21,Bayshore Park OD (Jln Pokok Serunai),2024-01-25T14:21:00,1.3112958,103.9353326
2024-01-24,22:14,Fort Rd / Katong Pk,2024-01-24T22:14:00,1.2983375,103.8854793
2024-01-24,21:44,Lor Gambir (Le Gambir),2024-01-24T21:44:00,1.3452791,103.875606
2024-01-24,21:09,Tanjong Pagar Rd/Craig Rd,2024-01-24T21:09:00,1.2773671,103.8435963
2024-01-24,20:54,Tanjong Pagar Rd/Craig Rd,2024-01-24T20:54:00,1.2773671,103.8435963
2024-01-24,20:30,Dunearn Rd / Hillcrest Rd,2024-01-24T20:30:00,1.3275983,103.8058663
2024-01-24,20:25,Puay Hee Ave/ Siak Kew Ave,2024-01-24T20:25:00,1.3297244,103.8701933
2024-01-24,20:24,Aljunied Rd (Hong Leong NKF),2024-01-24T20:24:00,1.3202831,103.8822002
2024-01-24,20:24,Happy Ave North /Happy Ave Ctrl,2024-01-24T20:24:00,1.3310617,103.8810144
2024-01-24,20:14,Lor Gambir (Le Gambir),2024-01-24T20:14:00,1.3452791,103.875606
2024-01-24,17:30,Happy Ave North /Happy Ave Ctrl,2024-01-24T17:30:00,1.3310617,103.8810144
2024-01-24,17:24,Lor Gambir (Le Gambir),2024-01-24T17:24:00,1.3452791,103.875606
2024-01-24,16:24,Sg Tengah/Sg Tengah Agrotechnology Pk,2024-01-24T16:24:00,1.3551762,103.7314689
2024-01-24,16:19,Choa Chu Kang Avenue 1/ Teck Wye Lane,2024-01-24T16:19:00,1.3806509,103.7494502
2024-01-24,15:58,Jalan Boonlay (Bus stop B21339),2024-01-24T15:58:00,1.3345836,103.7087608
2024-01-24,15:47,Neo Pee Teck Lane / Pasir Panjang Rd,2024-01-24T15:47:00,1.2920872,103.7685901
2024-01-23,16:09,TPE Slip Rd (Punggol West Flyover),2024-01-23T16:09:00,1.4000311,103.895948
2024-01-14,15:33,Sg Tengah (Jln Piring),2024-01-14T15:33:00,1.3776321,103.7172475
2024-01-12,12:05,Tuas View OD3 (Tuas South Ave 1),2024-01-12T12:05:00,1.3138196,103.6257365
2024-01-12,11:55,Tuas View OD3 (Tuas South Ave 1),2024-01-12T11:55:00,1.3138196,103.6257365
2024-01-12,11:14,Tuas View OD3 (Tuas South Ave 1),2024-01-12T11:14:00,1.3138196,103.6257365
